Structure;Code;Label;fleche;pluri;eotp;cc;cp;groupe1;groupe2;Societe
R32CHIM;AA6R316C;16/316/A15 BECHINGER;Non;oui;AA6R316CX;R32CHIM;R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH02;CHM PAIE EQ02 UMR 71;Non;Non;O17RCH02;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH04;CHM PAIE EQ4 UMR7177;Non;Non;O17RCH04;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH05;CHM PAIE EQ5 UMR7177;Non;Non;O17RCH05;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH06;CHM PAIE EQ6 UMR7177;Non;Non;O17RCH06;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH07;CHM DEP PAIE EQ7 UMR;Non;Non;O17RCH07;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH08;CHM PAIE EQ8 UMR7177;Non;Non;O17RCH08;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH10;CHM PAIE EQ 10 UMR 7;Non;Non;O17RCH10;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH12;CHM PAIE EQ 12 UMR 7;Non;Non;O17RCH12;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH13;CHM PAIE EQ13 UMR 7;Non;Non;O17RCH13;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH14;CHM PAIE EQ 14 UMR 7;Non;Non;O17RCH14;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH15;CHM PAIE EQ15 UMR717;Non;Non;O17RCH15;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH18;CHM PAIE EQ18 UMR717;Non;Non;O17RCH18;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH19;CHM PAIE EQ19 UMR717;Non;Non;O17RCH19;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH22;CHM PAIE EQ 22 UMR 7;Non;Non;O17RCH22;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH17;CHM PAIE EQ12 UMR 71;Non;Non;O17RCH17;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH16;CHM PAIE EQ16 UMR 71;Non;Non;O17RCH16;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH21;CHM PAIE EQ21 UMR 71;Non;Non;O17RCH21;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
P7R32CHIM;O17RCH11;CHM PAIE EQ11UMR 717;Non;Non;O17RCH11;P7R32CHM1;P7R32CHIM;Recherche;CHIM;1010
R32CHIM;O12R316F;UMR 7177 CREDITS FON;Non;Non;O12R316FX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;O14RDEMC;CR DEMENAGEMENT IC;Non;Non;O14RDEMCX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;O15RCHAC;CHARGES 7140 - 7177;Non;Non;O15RCHACX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R11SAGE;O16RDEMC;T2 DEMENAG INST CHIM;Non;Non;O16RDEMCX;R11SAGE;R32CHIM;Recherche;CHIM;1010
R32CHIM;P13R316A;13/316/S13 CCUFB BRA;Non;oui;P13R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;P13R316B;13/316/S58 CEFIPRA;Non;oui;P13R316BX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;S13R316A;13/316/S27 FRM BECHI;Non;oui;S13R316AX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;U16RBECH;IUF BECHINGER B.;Non;Non;U16RBECHX;R32CHIM;R32CHIM;Recherche;CHIM;1010
R32CHIM;W16RBLAN;P.ESP BLANC Aurélien;oui;oui;W16RBLANX;R32CHIM;R32CHIM;Recherche;CHIM;1010
P7R32CHSC;O17CHSC1;CHSC EQ1 PAIE;Non;Non;O17CHSC1;P7R32CHSC1;P7R32CHSC;Recherche;CHSC;1010
P7R32CHSC;O17CHCS2;CHSC  EQ 5 PAIE;Non;Non;O17CHCS2;P7R32CHSC1;P7R32CHSC;Recherche;CHSC;1010
R32CHSCE02;W16R3648;AS GDS 3648 2016/17;oui;oui;W16R3648X;R32CHSCE02;R32CHSCE02;Recherche;CHSC;1010
R42CI2N;O13RFU40;CONV/2011/01/FUDS 40;Non;Non;O13RFU40X;R42CI2N;R42CI2N;Recherche;CI2N;1010
R42CI2N;O16RF111;CONV/2011/01/FUDS;Non;Non;O16RF111X;R42CI2N;R42CI2N;Recherche;CI2N;1010
R16CLIT;U15RMARQ;IUF MARQUER BERTRAND;Non;Non;U15RMARQX;R16CLIT;R16CLIT;Recherche;CLIT;1010
R32CMCX;AA5R317A;15/317/A03;Non;oui;AA5R317AX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R32CMCX;AA5R317B;15/317/A04;Non;oui;AA5R317BX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R32CMCX;AA6R317A;16/317/A07;Non;oui;AA6R317AX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R32CMCX;EA6R317A;16/317/E01 BigChem;Non;oui;EA6R317AX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R32CMCXE03;O13R3171;H-ALLOCATION DFDK;Non;Non;O13R3171X;R32CMCXE03;R32CMCXE03;Recherche;CMCX;1010
R32CMCX;O13R317F;UMR 7140 CREDITS D;Non;Non;O13R317FX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R32CMCX;W15RHOSS;COUPLAGE DE MOUVEMEN;oui;oui;W15RHOSSX;R32CMCX;R32CMCX;Recherche;CMCX;1010
R42DIHP;EA6R441A;16/441/E06 EU4HIVCUR;Non;oui;EA6R441AX;R42DIHP;R42DIHP;Recherche;DIHP;1010
R42DIHP;SA4R441A;14/441/S19 CNR TOXO;Non;oui;SA4R441AX;R42DIHP;R42DIHP;Recherche;DIHP;1010
R42DIHP;SA4R441B;14/441/S30 ANRS14186;Non;oui;SA4R441BX;R42DIHP;R42DIHP;Recherche;DIHP;1010
R42DIHP;SA6R441A;16/441/S08 ANRS15464;Non;oui;SA6R441AX;R42DIHP;R42DIHP;Recherche;DIHP;1010
R42PRCH01;AA4R604A;14/604/A06;Non;oui;AA4R604AX;R42PRCH01;R42PRCH01;Recherche;DIRE;1010
R50PRCH;EA4RNCIA;14/I37/E09 NEUROTIME;Non;oui;EA4RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;EA5RNCIA;15/I37/E09 NEUROTIME;Non;oui;EA5RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R42PRCH01;EA6R603A;16/RCH/E02 RARENET;Non;oui;EA6R603AX;R42PRCH01;R42PRCH01;Recherche;DIRE;1010
R50PRCH;EA6RNCIA;16/I37/E11 NEUROTIME;Non;oui;EA6RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;O11RUNES;H-CHAIRE UNESCO;Non;Non;O11RUNESX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50COMRCH;O12REACS;H-ETAB APPELS OFF CS;Non;Non;O12REACSX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12READG;H-ETAB ACCOMP DIALOG;Non;Non;O12READGX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REAST;H-ETAB ACTIONS STRUC;Non;Non;O12REASTX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REDOC;H-ETAB FONDS DOCUMEN;Non;Non;O12REDOCX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REFDO;H-ETAB FORMATION DOC;Non;Non;O12REFDOX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REINF;H-ETAB INFRASTRUCTUR;Non;Non;O12REINFX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REJCP;H-ETAB JURYS CONSEIL;Non;Non;O12REJCPX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REMSC;H-ETAB MANIF SCIENTI;Non;Non;O12REMSCX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REPUB;H-ETAB CONSEIL PUBLI;Non;Non;O12REPUBX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O12REURE;H-ETAB DOTATION UR;Non;Non;O12REUREX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50COMRCH;O14RDIRE;O14RDIRE;Non;Non;O14RDIREX;R50COMRCH;R50COMRCH;Recherche;DIRE;1010
R50PRCH;O14RKLEI;CHAIRE USIAS KLEIBER;Non;Non;O14RKLEIX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;O14RRECH;CHAIRE USIAS RECHT;Non;Non;O14RRECHX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;P11RNCIA;H-11/VIE/E12 NEUROTI;Non;oui;P11RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;P13RNCIA;13/I37/E20 NEUROTIME;Non;oui;P13RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50CALS;R15RALCA;CPER RE1 ALSACALCUL;oui;oui;R15RALCAX;R50CALS;R50CALS;Recherche;DIRE;1010
R50PRCH;R15RIGMS;CPER RE4 IGM;oui;oui;R15RIGMSX;R50PRCH;R50PRCH;Recherche;DIRE;1010
R50PRCH;U14RFRAI;IUF FRAISSE LUC 2014;Non;Non;U14RFRAIX;R50PRCH;R50PRCH;Recherche;DIRE;1010
RIDEXATTR ;W12RATTR;IDEX ATTRACTIVITE;oui;oui;W12RATTRX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXIEAS ;W12RIEAS;IDEX IEAS;oui;oui;W12RIEASX;RIDEXIEAS ;RIDEXIEAS ;Recherche;DIRE;1010
RIDEXIPDP ;W12RIPDP;IDEX INT PhD PROGRAM;oui;oui;W12RIPDPX;RIDEXIPDP ;RIDEXIPDP ;Recherche;DIRE;1010
R50PRCH;W15RIRTG;IDEX IRTG DOCTORANTS;oui;oui;W15RIRTGX;R50PRCH;R50PRCH;Recherche;DIRE;1010
RIDEXATTR ;W15RPD01;PD POST-TRANSLATIONN;oui;oui;W15RPD01X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD02;PD STELLAR LAB;oui;oui;W15RPD02X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD03;PD CONTRÔLE DE L'ADH;oui;oui;W15RPD03X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD04;PD MYCOMETICS - DECI;oui;oui;W15RPD04X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD05;PD MODULATION OF THE;oui;oui;W15RPD05X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD06;PD BIOMECHANICS AND;oui;oui;W15RPD06X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD07;PD RÔLE D'UN ARN NON;oui;oui;W15RPD07X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W15RPD08;PD MPLICATION DES CO;oui;oui;W15RPD08X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RCHAT;CH ATTRACTIVITE JT;oui;oui;W16RCHATX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD10;POST-D CONCEPTION NA;oui;oui;W16RPD10X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD11;POST-D TITANIUM/POLY;oui;oui;W16RPD11X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD12;POST-D CATÉGORIES DE;oui;oui;W16RPD12X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD13;POST-D DEVELOPMENT S;oui;oui;W16RPD13X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD14;POST-D RÉSILIENCE &A;oui;oui;W16RPD14X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD15;POST-D RAPPORTS À EU;oui;oui;W16RPD15X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD16;POST-D PLATEFORME TR;oui;oui;W16RPD16X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD17;POST-D L’AVENIR D.A.;oui;oui;W16RPD17X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD18;POST-D ENDOSURG : ME;oui;oui;W16RPD18X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD19;POST-D NOUVELLES STR;oui;oui;W16RPD19X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD20;POST-D RATIONALITÉ E;oui;oui;W16RPD20X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD21;POST-D EVALUATION IN;oui;oui;W16RPD21X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD22;POST-D HÉTÉROMÈRES E;oui;oui;W16RPD22X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD23;POST-D COUPLAGE THET;oui;oui;W16RPD23X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W16RPD24;POST-D IMMUNOSUPPRES;oui;oui;W16RPD24X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W17RCOTE;CH EXC J. COTE R.;oui;oui;W17RCOTEX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W17RDREN;CH EXC J. DRENCKHAN;oui;oui;W17RDRENX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W17RDYDI;CH EXC JUNIOR DYDIO;oui;oui;W17RDYDIX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W17RGAUD;CH EXC JUNIOR GAUDIN;oui;oui;W17RGAUDX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXIPDP ;W17RIPDP;IDEX 2 INTERN. PhD;oui;oui;W17RIPDPX;RIDEXIPDP ;RIDEXIPDP ;Recherche;DIRE;1010
RIDEXATTR ;W17RMOLI;CH EXC J. MOLINA Nac;oui;oui;W17RMOLIX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
RIDEXATTR ;W17RWHIT;CH EXC J. WHITLOCK S;oui;oui;W17RWHITX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE;1010
R50CALS;X11RMCT2;11/RCH/X03;oui;oui;X11RMCT2X;R50CALS;R50CALS;Recherche;DIRE;1010
R11DRESE01;C14RD101;COLLOQUE 1 DRES DRT;Non;Non;C14RD101X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;C14RD102;COLLOQUE 2 DRES DRT;Non;Non;C14RD102X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;C14RD103;COLLOQUE 3 DRES DR;Non;Non;C14RD103X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;C14RD104;COLLOQUE 4 DRES DR;Non;Non;C14RD104X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE02;C14RD201;COLLOQUE 1 DRES DR P;Non;Non;C14RD201X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;C14RD202;COLLOQUE 2 DRES DR P;Non;Non;C14RD202X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;C14RD203;COLLOQUE 3 DRES DR P;Non;Non;C14RD203X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE03;C14RD301;COLLOQUE 1 DRES D RS;Non;Non;C14RD301X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE03;C14RD302;COLLOQUE 2 DRES DR;Non;Non;C14RD302X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE03;C14RD303;COLLOQUE 3 DRES RS;Non;Non;C14RD303X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE04;C14RD401;COLLOQUE 1 DRES D AF;Non;Non;C14RD401X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD402;COLLOQUE 2 DRES D AF;Non;Non;C14RD402X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD403;COLLOQUE 3 DRES D AF;Non;Non;C14RD403X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD404;COLLOQUE 4 DRES AFF;Non;Non;C14RD404X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD405;COLLOQUE 5 DRES AFF;Non;Non;C14RD405X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD406;COLLOQUE 6 DR AFF;Non;Non;C14RD406X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C14RD407;COLLOQUE 7 DRES DRT;Non;Non;C14RD407X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE05;C14RD501;COLLOQUE 1 DRES D SO;Non;Non;C14RD501X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C14RD502;COLLOQUE 2 DRES D SO;Non;Non;C14RD502X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C14RD503;COLLOQUE 3 DRES D SO;Non;Non;C14RD503X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C14RD504;COLLOQUE 4 DRES SOC;Non;Non;C14RD504X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C14RD505;COLLOQUE 5 DRES DSOC;Non;Non;C14RD505X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C14RD506;COLLOQUE 6 DRES DSOC;Non;Non;C14RD506X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE01;C15RD101;COL 1 DRES DR RELIGI;Non;Non;C15RD101X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;C15RD102;COLLOQUE 2 DRES DR;Non;Non;C15RD102X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE02;C15RD201;COL 1 DRES REL PLURA;Non;Non;C15RD201X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE04;C15RD401;COL 1 DRES DR AFFAIR;Non;Non;C15RD401X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C15RD402;COL 2 DRES DR AFFAIR;Non;Non;C15RD402X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;C15RD403;COL. 3 DRES DR AFFAI;Non;Non;C15RD403X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE05;C15RD501;COL 1 DRES DR SOCIAL;Non;Non;C15RD501X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;C15RD502;COL 2 DRES DR SOCIAL;Non;Non;C15RD502X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRES;EA6R140A;16/140/E08 CEIFAC FS;Non;oui;EA6R140AX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRESE01;O13RDR11;COLLOQUES DRES EQ 1;Non;Non;O13RDR11X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O13RDR12;SOUTENANCES DRES E 1;Non;Non;O13RDR12X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O13RDR13;AIDE MOB DRES EQ 1;Non;Non;O13RDR13X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE02;O13RDR21;COLLOQUES DRES EQ 2;Non;Non;O13RDR21X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;O13RDR22;SOUTENANCES DRES E 2;Non;Non;O13RDR22X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE03;O13RDR31;COLLOQUES DRES EQ 3;Non;Non;O13RDR31X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE03;O13RDR32;SOUTENANCES DRES E 3;Non;Non;O13RDR32X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE03;O13RDR33;AIDE MOB DRES EQ 3;Non;Non;O13RDR33X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE04;O13RDR41;COLLOQUES DRES EQ 4;Non;Non;O13RDR41X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;O13RDR42;SOUTENANCES DRES E 4;Non;Non;O13RDR42X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE05;O13RDR51;COLLOQUES DRES EQ 5;Non;Non;O13RDR51X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;O13RDR52;SOUTENANCES DRES E 5;Non;Non;O13RDR52X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE01;O14RD1S1;SOUTENANCE 1 DRES;Non;Non;O14RD1S1X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O14RD1S2;SOUTENANCE 2 D REL;Non;Non;O14RD1S2X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE02;O14RD2S1;SOUTENANCE 1 DRES;Non;Non;O14RD2S1X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;O14RD2S2;SOUTENANCE 2 DRES DR;Non;Non;O14RD2S2X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE03;O14RD3S1;SOUTENANCE 1 DRES RS;Non;Non;O14RD3S1X;R11DRESE03;R11DRESE03;Recherche;DRES;1010
R11DRESE04;O14RD4S1;SOUTENANCE 1 DR AFFA;Non;Non;O14RD4S1X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;O14RD4S2;SOUTENANCE 2 DRES DR;Non;Non;O14RD4S2X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE05;O14RD5S1;SOUTENANCE 1 DR SOC;Non;Non;O14RD5S1X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRESE05;O14RD5S2;SOUTENANCE 2  SOC;Non;Non;O14RD5S2X;R11DRESE05;R11DRESE05;Recherche;DRES;1010
R11DRES;O14RDGIS;CREDITS GIS UMR 7354;Non;Non;O14RDGISX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRESE01;O15RD1S1;SOUT. 1 DRES RELIGIO;Non;Non;O15RD1S1X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O15RD1S2;SOUT. 2 DRES RELIGIO;Non;Non;O15RD1S2X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O15RD1S3;SOUT. 3 DRES RELIGIO;Non;Non;O15RD1S3X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE01;O15RD1S4;SOUT. 4 DRES RELIGIO;Non;Non;O15RD1S4X;R11DRESE01;R11DRESE01;Recherche;DRES;1010
R11DRESE02;O15RD2S1;SOUT 1 DRES REL PLUR;Non;Non;O15RD2S1X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;O15RD2S2;SOUT 2 DRES REL PLUR;Non;Non;O15RD2S2X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE02;O15RD2S3;SOUT 3 DRES REL PLUR;Non;Non;O15RD2S3X;R11DRESE02;R11DRESE02;Recherche;DRES;1010
R11DRESE04;O15RD4S1;SOUT 1 DRES D. AFFAI;Non;Non;O15RD4S1X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;O15RD4S2;SOUT 2 DRES D. AFFAI;Non;Non;O15RD4S2X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;O15RD4S3;SOUT 3 DRES DROIT AF;Non;Non;O15RD4S3X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRESE04;O15RD4S4;SOUT 4 DRES DROIT AF;Non;Non;O15RD4S4X;R11DRESE04;R11DRESE04;Recherche;DRES;1010
R11DRES;O16RDGGD;DGG DRES UMR 7354 CN;Non;Non;O16RDGGDX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRES;SA5R140B;15/140/S31 MINT MESS;Non;oui;SA5R140BX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRES;SA6R140A;16/140/S12 M INTERIE;Non;oui;SA6R140AX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRES;SA6R140B;16/140/S25 EMS CEIFA;Non;oui;SA6R140BX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRES;SA6R140C;16/140/S27 ALCAL CEI;Non;oui;SA6R140CX;R11DRES;R11DRES;Recherche;DRES;1010
R11DRES;W17RLELI;CRCT LELIEUR Juliett;oui;oui;W17RLELIX;R11DRES;R11DRES;Recherche;DRES;1010
R12DYNAE01;C14RE100;H-COLLOQUES;Non;Non;C14RE100X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;C14RE101;COLLOQUE 1 DE CRP;Non;Non;C14RE101X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;C14RE102;COLLOQUE 2 DE CRP;Non;Non;C14RE102X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNA;O14RCEMF;CONSTR. EUROPE MOBIL;Non;Non;O14RCEMFX;R12DYNA;R12DYNA;Recherche;DYNA;1010
R12DYNAE01;O14RE101;AIDE MOB CRP ED;Non;Non;O14RE101X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S1;SOUTENANCE 1 DE CRP;Non;Non;O14RE1S1X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S2;SOUTENANCE 2 CRP;Non;Non;O14RE1S2X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S3;SOUTENANCE 3 CRP;Non;Non;O14RE1S3X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S4;SOUTENANCE 4 CRP;Non;Non;O14RE1S4X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S5;SOUTENANCE 5 DE CRP;Non;Non;O14RE1S5X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S6;SOUTENANCE 6 DE CRP;Non;Non;O14RE1S6X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
R12DYNAE01;O14RE1S7;SOUTENANCE 7 DE CRP;Non;Non;O14RE1S7X;R12DYNAE01;R12DYNAE01;Recherche;DYNA;1010
